,S1,S2,S3,S4,S5
2004-06-08 10:00:00,1230.0,1230.0,698.0,2049.0,1509.0
2004-06-08 11:00:00,1160.0,1160.0,728.0,1925.0,1330.0
2004-06-08 12:00:00,1146.0,1146.0,761.0,1902.0,1138.0
2004-06-08 13:00:00,1078.0,1078.0,818.0,1806.0,963.0
2004-06-08 14:00:00,1111.0,1111.0,794.0,1875.0,1015.0
2004-06-08 15:00:00,1083.0,1083.0,825.0,1793.0,1008.0
2004-06-08 16:00:00,1056.0,1056.0,865.0,1723.0,898.0
2004-06-08 17:00:00,1220.0,1220.0,695.0,2066.0,1215.0
2004-06-08 18:00:00,1268.0,1268.0,650.0,2144.0,1334.0
2004-06-08 19:00:00,1256.0,1256.0,660.0,2151.0,1380.0
2004-06-08 20:00:00,1213.0,1213.0,683.0,2090.0,1601.0
2004-06-08 21:00:00,1145.0,1145.0,751.0,1894.0,1376.0
2004-06-08 22:00:00,1050.0,1050.0,836.0,1739.0,1161.0
2004-06-08 23:00:00,972.0,972.0,933.0,1647.0,878.0
2004-06-09 00:00:00,1020.0,1020.0,853.0,1753.0,1031.0
2004-06-09 01:00:00,934.0,934.0,940.0,1644.0,847.0
2004-06-09 02:00:00,914.0,914.0,965.0,1609.0,908.0
2004-06-09 03:00:00,824.0,824.0,1107.0,1517.0,733.0
2004-06-09 04:00:00,817.0,817.0,1113.0,1501.0,751.0
2004-06-09 05:00:00,833.0,833.0,1084.0,1525.0,799.0
2004-06-09 06:00:00,935.0,935.0,899.0,1675.0,954.0
2004-06-09 07:00:00,1297.0,1297.0,630.0,2214.0,1425.0
2004-06-09 08:00:00,1496.0,1496.0,507.0,2691.0,2147.0
2004-06-09 09:00:00,1201.0,1201.0,701.0,1987.0,1532.0
2004-06-09 10:00:00,1267.0,1267.0,676.0,2059.0,1570.0
2004-06-09 11:00:00,1224.0,1224.0,711.0,1972.0,1380.0
2004-06-09 12:00:00,1247.0,1247.0,701.0,2000.0,1337.0
2004-06-09 13:00:00,1183.0,1183.0,721.0,1937.0,1308.0
2004-06-09 14:00:00,1078.0,1078.0,815.0,1761.0,1013.0
2004-06-09 15:00:00,1076.0,1076.0,894.0,1665.0,816.0
2004-06-09 16:00:00,1052.0,1052.0,896.0,1610.0,836.0
2004-06-09 17:00:00,1287.0,1287.0,699.0,2008.0,1267.0
2004-06-09 18:00:00,1460.0,1460.0,586.0,2288.0,1649.0
2004-06-09 19:00:00,1357.0,1357.0,620.0,2195.0,1622.0
2004-06-09 20:00:00,1234.0,1234.0,695.0,2019.0,1349.0
2004-06-09 21:00:00,1151.0,1151.0,747.0,1894.0,1186.0
2004-06-09 22:00:00,1065.0,1065.0,805.0,1763.0,1026.0
2004-06-09 23:00:00,984.0,984.0,917.0,1654.0,817.0
2004-06-10 00:00:00,938.0,938.0,956.0,1607.0,662.0
2004-06-10 01:00:00,878.0,878.0,1065.0,1527.0,552.0
2004-06-10 02:00:00,919.0,919.0,967.0,1598.0,775.0
2004-06-10 03:00:00,836.0,836.0,1085.0,1498.0,646.0
2004-06-10 04:00:00,814.0,814.0,1138.0,1488.0,647.0
2004-06-10 05:00:00,872.0,872.0,1001.0,1607.0,874.0
2004-06-10 06:00:00,949.0,949.0,887.0,1711.0,973.0
2004-06-10 07:00:00,1227.0,1227.0,661.0,2087.0,1327.0
2004-06-10 08:00:00,1360.0,1360.0,545.0,2525.0,1626.0
2004-06-10 09:00:00,1318.0,1318.0,586.0,2316.0,1640.0
2004-06-10 10:00:00,1196.0,1196.0,705.0,1981.0,1341.0
2004-06-10 11:00:00,1152.0,1152.0,770.0,1868.0,1113.0
2004-06-10 12:00:00,1220.0,1220.0,715.0,1935.0,1224.0
2004-06-10 13:00:00,1182.0,1182.0,735.0,1893.0,1095.0
2004-06-10 14:00:00,1167.0,1167.0,719.0,1944.0,1152.0
2004-06-10 15:00:00,1142.0,1142.0,782.0,1789.0,1047.0
2004-06-10 16:00:00,1157.0,1157.0,779.0,1792.0,982.0
2004-06-10 17:00:00,1274.0,1274.0,670.0,2054.0,1320.0
2004-06-10 18:00:00,1372.0,1372.0,631.0,2183.0,1541.0
2004-06-10 19:00:00,1373.0,1373.0,635.0,2183.0,1510.0
2004-06-10 20:00:00,1290.0,1290.0,655.0,2146.0,1511.0
2004-06-10 21:00:00,1056.0,1056.0,826.0,1758.0,1078.0
2004-06-10 22:00:00,1116.0,1116.0,768.0,1826.0,1235.0
2004-06-10 23:00:00,1106.0,1106.0,783.0,1813.0,1202.0
2004-06-11 00:00:00,1018.0,1018.0,839.0,1710.0,1103.0
2004-06-11 01:00:00,919.0,919.0,915.0,1628.0,1013.0
2004-06-11 02:00:00,807.0,807.0,1092.0,1435.0,765.0
2004-06-11 03:00:00,787.0,787.0,1176.0,1403.0,618.0
2004-06-11 04:00:00,789.0,789.0,1146.0,1407.0,663.0
2004-06-11 05:00:00,825.0,825.0,1050.0,1491.0,813.0
2004-06-11 06:00:00,912.0,912.0,923.0,1608.0,894.0
2004-06-11 07:00:00,1339.0,1339.0,595.0,2264.0,1495.0
2004-06-11 08:00:00,1355.0,1355.0,567.0,2397.0,1658.0
2004-06-11 09:00:00,1250.0,1250.0,632.0,2104.0,1506.0
2004-06-11 10:00:00,1105.0,1105.0,788.0,1774.0,1168.0
2004-06-11 11:00:00,1076.0,1076.0,817.0,1734.0,993.0
2004-06-11 12:00:00,1096.0,1096.0,801.0,1759.0,910.0
2004-06-11 13:00:00,1093.0,1093.0,797.0,1769.0,912.0
2004-06-11 14:00:00,1027.0,1027.0,837.0,1689.0,814.0
2004-06-11 15:00:00,1026.0,1026.0,848.0,1654.0,1341.0
2004-06-11 16:00:00,1015.0,1015.0,877.0,1668.0,847.0
2004-06-11 17:00:00,1028.0,1028.0,832.0,1691.0,925.0
2004-06-11 18:00:00,1074.0,1074.0,776.0,1833.0,1087.0
2004-06-11 19:00:00,1124.0,1124.0,765.0,1863.0,1132.0
2004-06-11 20:00:00,1111.0,1111.0,765.0,1851.0,1197.0
2004-06-11 21:00:00,1062.0,1062.0,794.0,1731.0,1229.0
2004-06-11 22:00:00,1072.0,1072.0,805.0,1683.0,1171.0
2004-06-11 23:00:00,936.0,936.0,990.0,1430.0,921.0
2004-06-12 00:00:00,988.0,988.0,894.0,1543.0,1008.0
2004-06-12 01:00:00,924.0,924.0,957.0,1453.0,849.0
2004-06-12 02:00:00,839.0,839.0,1052.0,1368.0,668.0
2004-06-12 03:00:00,826.0,826.0,1109.0,1349.0,641.0
2004-06-12 04:00:00,853.0,853.0,1047.0,1414.0,707.0
2004-06-12 05:00:00,918.0,918.0,936.0,1524.0,939.0
2004-06-12 06:00:00,890.0,890.0,950.0,1489.0,886.0
2004-06-12 07:00:00,865.0,865.0,996.0,1451.0,837.0
2004-06-12 08:00:00,1003.0,1003.0,850.0,1622.0,1005.0
2004-06-12 09:00:00,1123.0,1123.0,746.0,1789.0,1191.0
2004-06-12 10:00:00,1146.0,1146.0,746.0,1823.0,1200.0
2004-06-12 11:00:00,1110.0,1110.0,820.0,1724.0,971.0
2004-06-12 12:00:00,1126.0,1126.0,849.0,1700.0,907.0
2004-06-12 13:00:00,1067.0,1067.0,860.0,1658.0,802.0
2004-06-12 14:00:00,1008.0,1008.0,937.0,1573.0,695.0
2004-06-12 15:00:00,1062.0,1062.0,892.0,1683.0,777.0
2004-06-12 16:00:00,1082.0,1082.0,869.0,1678.0,818.0
2004-06-12 17:00:00,1042.0,1042.0,901.0,1605.0,681.0
2004-06-12 18:00:00,1022.0,1022.0,964.0,1599.0,631.0
2004-06-12 19:00:00,1024.0,1024.0,936.0,1601.0,641.0
2004-06-12 20:00:00,1048.0,1048.0,922.0,1618.0,683.0
2004-06-12 21:00:00,1153.0,1153.0,765.0,1806.0,1013.0
2004-06-12 22:00:00,1195.0,1195.0,731.0,1860.0,1151.0
2004-06-12 23:00:00,1245.0,1245.0,734.0,1870.0,1134.0
2004-06-13 00:00:00,1086.0,1086.0,847.0,1729.0,945.0
2004-06-13 01:00:00,972.0,972.0,955.0,1620.0,734.0
2004-06-13 02:00:00,880.0,880.0,1109.0,1500.0,554.0
2004-06-13 03:00:00,906.0,906.0,1050.0,1561.0,612.0
2004-06-13 04:00:00,879.0,879.0,1121.0,1511.0,564.0
2004-06-13 05:00:00,842.0,842.0,1237.0,1444.0,512.0
2004-06-13 06:00:00,797.0,797.0,1466.0,1347.0,410.0
2004-06-13 07:00:00,796.0,796.0,1534.0,1322.0,392.0
2004-06-13 08:00:00,767.0,767.0,1526.0,1287.0,377.0
2004-06-13 09:00:00,784.0,784.0,1460.0,1286.0,389.0
2004-06-13 10:00:00,811.0,811.0,1315.0,1307.0,432.0
2004-06-13 11:00:00,838.0,838.0,1292.0,1325.0,502.0
2004-06-13 12:00:00,821.0,821.0,1295.0,1302.0,469.0
2004-06-13 13:00:00,793.0,793.0,1380.0,1303.0,427.0
2004-06-13 14:00:00,794.0,794.0,1426.0,1306.0,406.0
2004-06-13 15:00:00,821.0,821.0,1309.0,1350.0,430.0
2004-06-13 16:00:00,849.0,849.0,1274.0,1379.0,453.0
2004-06-13 17:00:00,852.0,852.0,1246.0,1387.0,470.0
2004-06-13 18:00:00,847.0,847.0,1245.0,1364.0,480.0
2004-06-13 19:00:00,849.0,849.0,1215.0,1378.0,472.0
2004-06-13 20:00:00,865.0,865.0,1191.0,1388.0,521.0
2004-06-13 21:00:00,848.0,848.0,1180.0,1403.0,520.0
2004-06-13 22:00:00,807.0,807.0,1340.0,1337.0,440.0
2004-06-13 23:00:00,814.0,814.0,1305.0,1351.0,446.0
2004-06-14 00:00:00,785.0,785.0,1377.0,1311.0,417.0
2004-06-14 01:00:00,748.0,748.0,1580.0,1261.0,381.0
2004-06-14 02:00:00,716.0,716.0,1795.0,1235.0,350.0
2004-06-14 03:00:00,708.0,708.0,1941.0,1227.0,334.0
2004-06-14 04:00:00,724.0,724.0,1917.0,1256.0,346.0
2004-06-14 05:00:00,748.0,748.0,1703.0,1301.0,380.0
2004-06-14 06:00:00,888.0,888.0,1196.0,1483.0,563.0
2004-06-14 07:00:00,973.0,973.0,941.0,1584.0,779.0
2004-06-14 08:00:00,993.0,993.0,886.0,1665.0,842.0
2004-06-14 09:00:00,929.0,929.0,992.0,1561.0,692.0
2004-06-14 10:00:00,962.0,962.0,941.0,1613.0,779.0
2004-06-14 11:00:00,906.0,906.0,1026.0,1538.0,633.0
2004-06-14 12:00:00,915.0,915.0,1029.0,1544.0,616.0
2004-06-14 13:00:00,928.0,928.0,1012.0,1585.0,606.0
2004-06-14 14:00:00,855.0,855.0,1134.0,1449.0,526.0
2004-06-14 15:00:00,920.0,920.0,1046.0,1550.0,588.0
2004-06-14 16:00:00,917.0,917.0,985.0,1563.0,674.0
2004-06-14 17:00:00,1072.0,1072.0,812.0,1820.0,885.0
2004-06-14 18:00:00,1000.0,1000.0,846.0,1726.0,879.0
2004-06-14 19:00:00,914.0,914.0,972.0,1583.0,703.0
2004-06-14 20:00:00,888.0,888.0,1023.0,1531.0,637.0
2004-06-14 21:00:00,851.0,851.0,1134.0,1471.0,561.0
2004-06-14 22:00:00,870.0,870.0,1096.0,1487.0,612.0
2004-06-14 23:00:00,883.0,883.0,1062.0,1514.0,621.0
2004-06-15 00:00:00,886.0,886.0,1055.0,1532.0,702.0
2004-06-15 01:00:00,792.0,792.0,1249.0,1400.0,559.0
2004-06-15 02:00:00,754.0,754.0,1490.0,1335.0,435.0
2004-06-15 03:00:00,732.0,732.0,1525.0,1321.0,441.0
2004-06-15 04:00:00,770.0,770.0,1326.0,1392.0,527.0
2004-06-15 05:00:00,797.0,797.0,1097.0,1450.0,720.0
2004-06-15 06:00:00,915.0,915.0,897.0,1651.0,937.0
2004-06-15 07:00:00,1287.0,1287.0,610.0,2319.0,1482.0
2004-06-15 08:00:00,1195.0,1195.0,609.0,2244.0,1489.0
2004-06-15 09:00:00,1003.0,1003.0,823.0,1710.0,1015.0
2004-06-15 10:00:00,1037.0,1037.0,838.0,1763.0,1004.0
2004-06-15 11:00:00,1114.0,1114.0,747.0,1928.0,1129.0
2004-06-15 12:00:00,1085.0,1085.0,767.0,1863.0,1068.0
2004-06-15 13:00:00,1024.0,1024.0,824.0,1745.0,924.0
2004-06-15 14:00:00,1017.0,1017.0,859.0,1698.0,861.0
2004-06-15 15:00:00,1053.0,1053.0,785.0,1808.0,981.0
2004-06-15 16:00:00,1065.0,1065.0,766.0,1852.0,1043.0
2004-06-15 17:00:00,1136.0,1136.0,722.0,1940.0,1124.0
2004-06-15 18:00:00,1100.0,1100.0,732.0,1856.0,1004.0
2004-06-15 19:00:00,1143.0,1143.0,673.0,2001.0,1190.0
2004-06-15 20:00:00,1083.0,1083.0,742.0,1884.0,1072.0
2004-06-15 21:00:00,1009.0,1009.0,806.0,1763.0,925.0
2004-06-15 22:00:00,969.0,969.0,853.0,1680.0,862.0
2004-06-15 23:00:00,1029.0,1029.0,816.0,1728.0,969.0
2004-06-16 00:00:00,1064.0,1064.0,812.0,1770.0,932.0
2004-06-16 01:00:00,986.0,986.0,865.0,1645.0,794.0
2004-06-16 02:00:00,872.0,872.0,1034.0,1522.0,599.0
2004-06-16 03:00:00,840.0,840.0,1124.0,1489.0,614.0
2004-06-16 04:00:00,812.0,812.0,1134.0,1471.0,625.0
2004-06-16 05:00:00,810.0,810.0,1163.0,1462.0,595.0
2004-06-16 06:00:00,936.0,936.0,882.0,1640.0,886.0
2004-06-16 07:00:00,1244.0,1244.0,640.0,2084.0,1257.0
2004-06-16 08:00:00,1440.0,1440.0,517.0,2530.0,1561.0
2004-06-16 09:00:00,1180.0,1180.0,713.0,1929.0,1191.0
2004-06-16 10:00:00,1126.0,1126.0,765.0,1879.0,1061.0
2004-06-16 11:00:00,1005.0,1005.0,881.0,1670.0,751.0
2004-06-16 12:00:00,1032.0,1032.0,862.0,1703.0,733.0
2004-06-16 13:00:00,1087.0,1087.0,755.0,1839.0,906.0
2004-06-16 14:00:00,1090.0,1090.0,756.0,1811.0,902.0
2004-06-16 15:00:00,1072.0,1072.0,802.0,1748.0,836.0
2004-06-16 16:00:00,1101.0,1101.0,797.0,1772.0,863.0
2004-06-16 17:00:00,1111.0,1111.0,787.0,1802.0,824.0
2004-06-16 18:00:00,1048.0,1048.0,807.0,1737.0,842.0
2004-06-16 19:00:00,1197.0,1197.0,698.0,1986.0,1132.0
2004-06-16 20:00:00,1173.0,1173.0,695.0,1930.0,1175.0
2004-06-16 21:00:00,1075.0,1075.0,764.0,1798.0,1111.0
2004-06-16 22:00:00,1067.0,1067.0,745.0,1840.0,1125.0
2004-06-16 23:00:00,1060.0,1060.0,742.0,1838.0,1077.0
2004-06-17 00:00:00,1081.0,1081.0,749.0,1854.0,1087.0
2004-06-17 01:00:00,1017.0,1017.0,822.0,1722.0,1014.0
2004-06-17 02:00:00,836.0,836.0,1035.0,1501.0,801.0
2004-06-17 03:00:00,831.0,831.0,1038.0,1522.0,802.0
2004-06-17 04:00:00,804.0,804.0,1102.0,1479.0,753.0
2004-06-17 05:00:00,798.0,798.0,1092.0,1473.0,696.0
2004-06-17 06:00:00,966.0,966.0,812.0,1735.0,996.0
2004-06-17 07:00:00,1277.0,1277.0,611.0,2241.0,1513.0
2004-06-17 08:00:00,1335.0,1335.0,562.0,2385.0,1598.0
2004-06-17 09:00:00,1297.0,1297.0,588.0,2128.0,1690.0
2004-06-17 10:00:00,1041.0,1041.0,837.0,1705.0,1053.0
2004-06-17 11:00:00,1027.0,1027.0,867.0,1696.0,931.0
2004-06-17 12:00:00,1037.0,1037.0,841.0,1728.0,865.0
2004-06-17 13:00:00,1014.0,1014.0,865.0,1697.0,818.0
2004-06-17 14:00:00,1007.0,1007.0,866.0,1682.0,802.0
2004-06-17 15:00:00,998.0,998.0,881.0,1657.0,778.0
2004-06-17 16:00:00,1014.0,1014.0,878.0,1684.0,767.0
2004-06-17 17:00:00,1157.0,1157.0,738.0,1936.0,1000.0
2004-06-17 18:00:00,1225.0,1225.0,683.0,2082.0,1143.0
2004-06-17 19:00:00,1131.0,1131.0,726.0,1907.0,1009.0
2004-06-17 20:00:00,1111.0,1111.0,754.0,1883.0,1076.0
2004-06-17 21:00:00,976.0,976.0,878.0,1675.0,830.0
2004-06-17 22:00:00,1016.0,1016.0,868.0,1724.0,853.0
2004-06-17 23:00:00,1177.0,1177.0,684.0,1983.0,1310.0
2004-06-18 00:00:00,1013.0,1013.0,791.0,1751.0,1119.0
2004-06-18 01:00:00,886.0,886.0,936.0,1592.0,918.0
2004-06-18 02:00:00,791.0,791.0,1140.0,1467.0,609.0
2004-06-18 03:00:00,762.0,762.0,1214.0,1431.0,516.0
2004-06-18 04:00:00,740.0,740.0,1259.0,1404.0,510.0
2004-06-18 05:00:00,775.0,775.0,1178.0,1437.0,554.0
2004-06-18 06:00:00,872.0,872.0,947.0,1598.0,760.0
2004-06-18 07:00:00,1123.0,1123.0,711.0,1922.0,1170.0
2004-06-18 08:00:00,1306.0,1306.0,535.0,2450.0,1545.0
2004-06-18 09:00:00,1237.0,1237.0,605.0,2157.0,1508.0
2004-06-18 10:00:00,1143.0,1143.0,701.0,1917.0,1292.0
2004-06-18 11:00:00,1170.0,1170.0,703.0,1949.0,1287.0
2004-06-18 12:00:00,1116.0,1116.0,739.0,1856.0,1042.0
2004-06-18 13:00:00,1054.0,1054.0,785.0,1766.0,817.0
2004-06-18 14:00:00,1083.0,1083.0,765.0,1810.0,847.0
2004-06-18 15:00:00,1078.0,1078.0,782.0,1780.0,806.0
2004-06-18 16:00:00,1104.0,1104.0,747.0,1840.0,896.0
2004-06-18 17:00:00,1170.0,1170.0,693.0,1956.0,1069.0
2004-06-18 18:00:00,1091.0,1091.0,738.0,1834.0,945.0
2004-06-18 19:00:00,1216.0,1216.0,673.0,2043.0,1168.0
2004-06-18 20:00:00,1125.0,1125.0,719.0,1921.0,1065.0
2004-06-18 21:00:00,971.0,971.0,916.0,1635.0,672.0
2004-06-18 22:00:00,1062.0,1062.0,816.0,1796.0,842.0
2004-06-18 23:00:00,1140.0,1140.0,714.0,1892.0,1123.0
2004-06-19 00:00:00,1038.0,1038.0,802.0,1731.0,1007.0
2004-06-19 01:00:00,935.0,935.0,909.0,1604.0,855.0
2004-06-19 02:00:00,861.0,861.0,1043.0,1528.0,689.0
2004-06-19 03:00:00,839.0,839.0,1062.0,1478.0,622.0
2004-06-19 04:00:00,850.0,850.0,1021.0,1511.0,658.0
2004-06-19 05:00:00,817.0,817.0,1109.0,1472.0,628.0
2004-06-19 06:00:00,825.0,825.0,1079.0,1475.0,659.0
2004-06-19 07:00:00,921.0,921.0,943.0,1595.0,799.0
2004-06-19 08:00:00,1031.0,1031.0,806.0,1697.0,964.0
2004-06-19 09:00:00,1092.0,1092.0,801.0,1774.0,910.0
2004-06-19 10:00:00,1095.0,1095.0,843.0,1736.0,999.0
2004-06-19 11:00:00,1097.0,1097.0,822.0,1743.0,853.0
2004-06-19 12:00:00,1101.0,1101.0,819.0,1714.0,752.0
2004-06-19 13:00:00,1060.0,1060.0,833.0,1718.0,778.0
2004-06-19 14:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 15:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 16:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 17:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 18:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 19:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 20:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 21:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 22:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-19 23:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 00:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 01:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 02:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 03:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 04:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 05:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 06:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 07:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 08:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 09:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 10:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 11:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 12:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 13:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 14:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 15:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 16:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 17:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 18:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 19:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 20:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 21:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 22:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-20 23:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-21 00:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-21 01:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-21 02:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-21 03:00:00,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332,1099.8331664998332
2004-06-21 04:00:00,732.0,732.0,1353.0,1367.0,466.0
2004-06-21 05:00:00,809.0,809.0,1108.0,1463.0,609.0
2004-06-21 06:00:00,934.0,934.0,857.0,1639.0,863.0
2004-06-21 07:00:00,1132.0,1132.0,691.0,1910.0,1203.0
2004-06-21 08:00:00,1221.0,1221.0,626.0,2138.0,1412.0
2004-06-21 09:00:00,1024.0,1024.0,770.0,1753.0,1069.0
2004-06-21 10:00:00,938.0,938.0,862.0,1597.0,817.0
2004-06-21 11:00:00,869.0,869.0,965.0,1480.0,649.0
2004-06-21 12:00:00,846.0,846.0,947.0,1467.0,598.0
2004-06-21 13:00:00,838.0,838.0,1005.0,1454.0,540.0
2004-06-21 14:00:00,875.0,875.0,978.0,1504.0,601.0
2004-06-21 15:00:00,907.0,907.0,920.0,1564.0,668.0
2004-06-21 16:00:00,889.0,889.0,920.0,1492.0,647.0
2004-06-21 17:00:00,969.0,969.0,834.0,1645.0,816.0
2004-06-21 18:00:00,1051.0,1051.0,760.0,1787.0,963.0
2004-06-21 19:00:00,1043.0,1043.0,736.0,1813.0,1010.0
2004-06-21 20:00:00,1043.0,1043.0,736.0,1793.0,967.0
2004-06-21 21:00:00,1007.0,1007.0,798.0,1737.0,904.0
2004-06-21 22:00:00,966.0,966.0,838.0,1686.0,852.0
2004-06-21 23:00:00,920.0,920.0,915.0,1594.0,744.0
2004-06-22 00:00:00,889.0,889.0,956.0,1570.0,760.0
2004-06-22 01:00:00,825.0,825.0,1062.0,1462.0,613.0
2004-06-22 02:00:00,758.0,758.0,1215.0,1374.0,531.0
2004-06-22 03:00:00,735.0,735.0,1338.0,1350.0,493.0
2004-06-22 04:00:00,719.0,719.0,1385.0,1343.0,509.0
2004-06-22 05:00:00,757.0,757.0,1236.0,1381.0,560.0
2004-06-22 06:00:00,890.0,890.0,922.0,1594.0,826.0
2004-06-22 07:00:00,1181.0,1181.0,632.0,2002.0,1334.0
2004-06-22 08:00:00,1332.0,1332.0,523.0,2394.0,1660.0
2004-06-22 09:00:00,1128.0,1128.0,717.0,1832.0,1362.0
2004-06-22 10:00:00,1128.0,1128.0,725.0,1856.0,1316.0
2004-06-22 11:00:00,1064.0,1064.0,766.0,1766.0,1089.0
2004-06-22 12:00:00,1139.0,1139.0,702.0,1940.0,1129.0
2004-06-22 13:00:00,1121.0,1121.0,707.0,1912.0,1120.0
2004-06-22 14:00:00,1032.0,1032.0,776.0,1772.0,916.0
2004-06-22 15:00:00,1040.0,1040.0,826.0,1747.0,812.0
2004-06-22 16:00:00,1076.0,1076.0,762.0,1782.0,959.0
2004-06-22 17:00:00,1177.0,1177.0,656.0,2011.0,1189.0
2004-06-22 18:00:00,1196.0,1196.0,654.0,2017.0,1199.0
2004-06-22 19:00:00,1204.0,1204.0,623.0,2085.0,1283.0
2004-06-22 20:00:00,1166.0,1166.0,646.0,2016.0,1291.0
2004-06-22 21:00:00,959.0,959.0,857.0,1640.0,949.0
2004-06-22 22:00:00,1004.0,1004.0,813.0,1726.0,1018.0
2004-06-22 23:00:00,1050.0,1050.0,729.0,1807.0,1122.0
2004-06-23 00:00:00,965.0,965.0,864.0,1631.0,968.0
2004-06-23 01:00:00,849.0,849.0,1004.0,1496.0,806.0
2004-06-23 02:00:00,809.0,809.0,1093.0,1455.0,714.0
2004-06-23 03:00:00,777.0,777.0,1170.0,1405.0,644.0
2004-06-23 04:00:00,768.0,768.0,1183.0,1402.0,606.0
2004-06-23 05:00:00,768.0,768.0,1155.0,1396.0,606.0
2004-06-23 06:00:00,917.0,917.0,934.0,1656.0,819.0
2004-06-23 07:00:00,1252.0,1252.0,579.0,2210.0,1462.0
2004-06-23 08:00:00,1224.0,1224.0,605.0,2046.0,1478.0
2004-06-23 09:00:00,1277.0,1277.0,608.0,2090.0,1598.0
2004-06-23 10:00:00,1149.0,1149.0,672.0,1944.0,1449.0
2004-06-23 11:00:00,1091.0,1091.0,746.0,1790.0,1221.0
2004-06-23 12:00:00,1053.0,1053.0,763.0,1762.0,1023.0
2004-06-23 13:00:00,1023.0,1023.0,796.0,1711.0,910.0
2004-06-23 14:00:00,1085.0,1085.0,767.0,1786.0,913.0
2004-06-23 15:00:00,1116.0,1116.0,724.0,1854.0,1035.0
